article,version_number,version,name,image,id,combat,size,attributes,hitpoints,att,str,def,mage,range,attbns,strbns,amagic,mbns,arange,rngbns,dstab,dslash,dcrush,dmagic,drange 
The Maiden of Sugadinti,6,30% Health,The Maiden of Sugadinti,[[File:The Maiden of Sugadinti (30% health).png|250px]],8363,940,6,,1050,350,350,200,350,350,0,0,300,0,0,0,0,0,0,0,0
Pestilent Bloat,1,Entry,Pestilent Bloat,[[File:Pestilent Bloat.png|260px]],10812,312,5,undead,1600,100,180,80,120,72,60,46,0,0,72,2,10,5,10,600,800
Pestilent Bloat,2,Normal,Pestilent Bloat,[[File:Pestilent Bloat.png|260px]],8359,870,5,undead,2000,250,340,100,150,180,150,82,0,0,180,4,40,20,40,600,800
Pestilent Bloat,3,Hard,Pestilent Bloat,[[File:Pestilent Bloat.png|260px]],10813,1044,5,undead,2400,250,340,100,150,180,150,82,0,0,180,4,40,20,40,600,800
Nylocas Vasilias,1,Entry,Nylocas Vasilias,[[File:Nylocas Vasilias (melee).png|250px]],"10786,10787,10788,10789",301,4,,1800,160,140,50,20,140,0,40,380,460,0,40,0,0,0,0,0
Nylocas Vasilias,2,Normal,Nylocas Vasilias,[[File:Nylocas Vasilias (melee).png|250px]],"8354,8355,8356,8357",800,4,,2500,400,350,50,50,350,0,60,600,600,0,60,0,0,0,0,0
Nylocas Vasilias,3,Hard,Nylocas Vasilias,[[File:Nylocas Vasilias (melee).png|250px]],"10807,10808,10809,10810",800,4,,2500,400,350,50,50,350,0,60,600,600,0,60,0,0,0,0,0
Xarpus,,,Xarpus,[[File:Xarpus.png|300px]],"10766,10767,10768,10769",331,5,,4300,1,1,100,80,50,0,0,0,0,0,0,0,0,0,0,100
Xarpus,,,Xarpus,[[File:Xarpus.png|300px]],"8340,8341",960,5,,5000,1,1,250,220,100,0,0,0,0,0,0,0,0,0,0,160
Xarpus,,,Xarpus,[[File:Xarpus.png|300px]],"10770, 10771, 10772,10773",1160,5,,6000,1,1,200,220,100,0,0,0,0,0,0,0,0,0,0,160
Xarpus,,,Xarpus,[[File:Xarpus.png|300px]],"8340,8341",960,5,,5000,1,1,250,220,100,0,0,0,0,0,0,0,0,0,0,160
Nylocas Matomenos,,,Nylocas Matomenos,[[File:Nylocas Matomenos.png|200px]],"8366,8385,10820,10828,10845,10862",115,2,,200,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0
Blood spawn,,,Blood spawn,[[File:Blood spawn.png|200px]],"8367,10821,10829",55,1,,120,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nylocas Athanatos,,,Nylocas Athanatos,[[File:Nylocas Athanatos.png|250px]],8384,350,3,,180,1,1,50,50,1,0,0,0,0,0,0,0,0,0,0,0
Nylocas Hagios,1,Level 162,Nylocas Hagios,[[File:Nylocas Hagios.png|250px]],"8344,8350,8383,10793,10799,10860",162,1,,11,200,160,1,1,200,0,0,1073,928,0,-15,0,0,0,0,0
Nylocas Hagios,2,Level 260,Nylocas Hagios,[[File:Nylocas Hagios.png|250px]],"8347,8353,10796,10802",260,2,,22,250,230,20,20,250,0,0,500,500,0,0,0,0,0,0,0
Nylocas Ischyros,1,Level 162,Nylocas Ischyros,[[File:Nylocas Ischyros.png|250px]],"8342,8348,8381,10791,10797,10858",162,1,,11,200,160,1,1,200,0,0,1073,928,0,-15,0,0,0,0,0
Nylocas Ischyros,2,Level 260,Nylocas Ischyros,[[File:Nylocas Ischyros.png|250px]],"8345,8351,10794,10800",260,2,,22,250,230,20,20,250,0,0,500,500,0,0,0,0,0,0,0
Nylocas Toxobolos,1,Level 162,Nylocas Toxobolos,[[File:Nylocas Toxobolos.png|250px]],"8343,8349,8382,10792,10798,10859",162,1,,11,200,160,1,1,200,0,0,1073,928,0,-15,0,0,0,0,0
Nylocas Toxobolos,2,Level 260,Nylocas Toxobolos,[[File:Nylocas Toxobolos.png|250px]],"8346,8352,10795,10801",260,2,,22,250,230,20,20,250,0,0,500,500,0,0,0,0,0,0,0
Guard (H.A.M. storeroom),,,Guard,[[File:Guard (Death to the Dorgeshuun).png|130px]],"4522,4523,4524,4525,4526",22,1,,30,16,20,12,1,1,0,0,0,0,0,0,7,7,0,0,7
Fumus,,,Fumus,[[File:Fumus.png|120px]],11283,285,1,,500,1,1,200,200,1,0,0,0,25,0,0,25,100,100,150,50
Umbra,,,Umbra,[[File:Umbra.png|120px]],11284,285,1,,500,1,1,200,200,1,0,0,0,25,0,0,100,100,100,150,25
Cruor,,,Cruor,[[File:Cruor.png|120px]],11285,285,1,,500,1,1,200,200,1,0,0,0,25,0,0,100,25,100,150,50
Glacies,,,Glacies,[[File:Glacies.png|120px]],11286,285,1,,500,1,1,200,200,1,0,0,0,25,0,0,100,100,25,150,50
Skeleton (Tarn's Lair),1,Level 40,Skeleton,"[[File:Skeleton (Tarn's Lair, 7).png|200px]]",6448,40,1,undead,26,33,31,52,1,1,0,0,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),2,Level 42 (Sword),Skeleton,"[[File:Skeleton (Tarn's Lair, 3).png|200px]]",6444,42,1,undead,40,40,30,40,1,1,0,0,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),3,Level 42 (Hammer),Skeleton,"[[File:Skeleton (Tarn's Lair, 5).png|200px]]",6446,42,1,undead,42,36,38,30,1,1,0,0,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),4,Level 59,Skeleton,"[[File:Skeleton (Tarn's Lair, 4).png|200px]]",6445,59,1,undead,53,50,46,62,1,1,0,0,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),5,Level 63,Skeleton,"[[File:Skeleton (Tarn's Lair, 6).png|200px]]",6447,63,1,undead,58,56,61,45,1,1,0,0,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),6,Level 72,Skeleton,"[[File:Skeleton (Tarn's Lair, 8).png|200px]]",6467,72,1,undead,69,75,61,45,1,1,0,15,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),7,Level 77,Skeleton,[[File:Skeleton (Tarn's Lair).png|200px]],6442,77,1,undead,80,72,60,60,1,1,0,5,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),8,Level 81,Skeleton,"[[File:Skeleton (Tarn's Lair, 2).png|200px]]",6443,81,1,undead,71,72,64,80,1,1,0,0,0,0,0,0,50,40,0,0,40
Skeleton (Tarn's Lair),9,Level 87,Skeleton,"[[File:Skeleton (Tarn's Lair, 9).png|200px]]",6468,87,1,undead,92,75,80,55,1,1,0,15,0,0,0,0,50,40,0,0,40
Zombie (Zogre Flesh Eaters),,,Zombie,[[File:Zombie (Zogre Flesh Eaters).png|120px]],880,39,1,undead,50,30,30,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Mother,,,Mother,[[File:Mother.png|180px]],"8428,8429,8430",198,3,,235,150,150,170,60,105,60,50,0,0,0,0,0,0,0,200,0
Don't Know What,,,Don't Know What,[[File:Don't Know What.png|200px]],8439,163,3,,220,120,90,160,60,115,0,0,0,0,0,40,0,0,0,200,0
Servant (Burthorpe),,,Servant,[[File:Servant (Burthorpe).png|120px]],4104,5,1,,10,3,3,3,1,1,0,0,0,0,0,0,-12,-12,-12,-12,-12
Thing under the bed,,,Thing under the bed,[[File:Thing under the bed.png|240px]],2115,N/A,2,,25,,,,,,,,,,,,,,,,
Guard (Ranging Guild),,,Guard,[[File:Guard (Ranging Guild).png|130px]],6056,37,1,,50,20,20,20,1,40,19,8,0,0,0,8,18,23,27,10,19
Tower Archer,1,North,Tower Archer,[[File:Tower Archer (Level 19).png|130px]],6065,19,1,,30,10,10,10,1,20,0,0,0,0,0,16,0,0,0,6,12
Tower Archer,2,East,Tower Archer,[[File:Tower Archer (Level 34).png|130px]],6066,34,1,,50,10,10,10,1,40,0,0,0,0,0,22,0,0,0,24,40
Tower Archer,3,South,Tower Archer,[[File:Tower Archer (Level 49).png|130px]],6067,49,1,,70,10,10,10,1,60,0,0,0,0,0,31,0,0,0,20,45
Tower Archer,4,West,Tower Archer,[[File:Tower Archer (Level 64).png|130px]],6068,64,1,,90,10,10,10,1,80,0,0,0,0,0,49,0,0,0,34,66
Hespori,,,Hespori,[[File:Hespori.png|150px]],8583,284,3,,300,1,1,120,126,150,0,0,150,0,150,0,60,20,60,80,80
Sulphur Lizard,,,Sulphur Lizard,[[File:Sulphur Lizard.png|260px]],8614,50,2,,50,50,45,30,1,1,0,0,0,0,0,0,15,25,25,0,15
Wyrm,1,Idle,Wyrm,[[File:Wyrm.png|250px]],8610,99,3,dragon,130,85,60,80,80,80,0,30,0,30,0,0,20,50,50,50,20
Wyrm,2,Attacking,Wyrm,[[File:Wyrm (attacking).png|200px]],8611,99,3,dragon,130,85,60,80,80,80,0,30,0,30,0,0,20,50,50,50,20
Drake,,,Drake,[[File:Drake.png|280px]],"8612,8613",192,5,dragon,250,140,118,120,112,140,40,12,0,0,40,40,60,60,60,20,100
Hydra,,,Hydra,[[File:Hydra.png|220px]],8609,194,3,dragon,300,1,1,100,210,210,0,0,0,0,0,0,160,160,160,160,0
Alchemical Hydra,1,Five heads,Alchemical Hydra,[[File:Alchemical Hydra.png|270px]],"8615, 8616",426,6,dragon,1100,100,100,100,260,260,0,0,45,20,45,20,75,150,150,150,45
Alchemical Hydra,2,Four heads,Alchemical Hydra,[[File:Alchemical Hydra (four heads).png|260px]],"8619, 8617",426,6,dragon,1100,100,100,100,260,260,0,0,45,20,45,20,75,150,150,150,45
Alchemical Hydra,3,Three heads,Alchemical Hydra,[[File:Alchemical Hydra (three heads).png|280px]],"8620, 8618",426,6,dragon,1100,100,100,100,260,260,0,0,45,20,45,20,75,150,150,150,45
Alchemical Hydra,4,Two heads,Alchemical Hydra,[[File:Alchemical Hydra (two heads).png|280px]],"8621, 8622",426,6,dragon,1100,100,100,100,260,260,0,0,45,20,45,20,75,150,150,150,45
Tormented Soul,,,Tormented Soul,[[File:Tormented Soul.png|130px]],"8512,8513",16,1,undead,20,16,12,10,1,1,0,0,0,0,0,0,0,0,0,0,0
Swamp frog,,,Swamp frog,[[File:Swamp frog.png|250px]],8578,24,1,,25,25,20,15,1,1,0,0,0,0,0,0,0,0,0,0,0
Sergeant (Shayzien),,,Sergeant,[[File:Sergeant (Shayzien).png|150px]],"11073, 11075, 11077, 11079, 11081, 11083, 11085, 11087, 11198",84,1,,86,75,73,61,1,1,17,15,0,0,0,0,16,16,18,-12,27
Archer (Ardougne),,,Archer,[[File:Archer (Ardougne).png|120px]],3301,37,1,,50,20,20,20,1,40,0,0,0,0,19,8,18,23,27,10,19
Guard (Deadman Mode),1,Kourend Castle,Kourend guard,[[File:Kourend guard (Deadman Mode).png|150px]],3361,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),2,Gnome guard,Gnome guard,[[File:Gnome guard (Deadman Mode).png|150px]],6574,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),3,Seers' Village,Guard,"[[File:Guard (Deadman Mode, Seers' Village).png|150px]]",6575,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),4,Catherby,Guard,"[[File:Guard (Deadman Mode, Catherby).png|150px]]",6576,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),5,East Ardougne,Guard,"[[File:Guard (Deadman Mode, East Ardougne).png|150px]]",6579,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),6,Yanille,Guard,"[[File:Guard (Deadman Mode, Yanille).png|150px]]",6580,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),7,Falador,Guard,"[[File:Guard (Deadman Mode, Falador).png|150px]]",6581,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),8,Varrock,Guard,"[[File:Guard (Deadman Mode, Varrock).png|150px]]",6582,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),9,Lumbridge,Guard,"[[File:Guard (Deadman Mode, Lumbridge).png|180px]]",6583,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),10,Port Phasmatys,Ghost guard,[[File:Ghost guard (Deadman Mode).png|120px]],6698,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),11,Sophanem,Guard,"[[File:Guard (Deadman Mode, Sophanem).png|150px]]",6699,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),12,Fremennik Isles,Guard,"[[File:Guard (Deadman Mode, Fremennik Isles).png|180px]]",6700,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),13,Void Knights' Outpost,Guard,"[[File:Guard (Deadman Mode, Void Knights' Outpost).png|180px]]",6701,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Guard (Deadman Mode),14,Rellekka,Guard,"[[File:Guard (Deadman Mode, Rellekka).png|180px]]",6702,1337,1,,800,800,400,300,1,1,60,7,0,0,0,0,8,9,7,0,8
Skeleton (The Restless Ghost),,,Skeleton,[[File:Skeleton (The Restless Ghost).png|150px]],924,13,1,undead,18,10,11,7,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton (Barrows),1,Unarmed,Skeleton,[[File:Skeleton (Barrows).png|150px]],1685,77,1,undead,51,72,72,72,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton (Barrows),2,Unarmed round shield,Skeleton,"[[File:Skeleton (Barrows, 2).png|150px]]",1686,77,1,undead,51,72,72,72,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton (Barrows),3,Square shield,Skeleton,"[[File:Skeleton (Barrows, 3).png|150px]]",1687,77,1,undead,51,72,72,72,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton (Barrows),4,Armed round shield,Skeleton,"[[File:Skeleton (Barrows, 4).png|150px]]",1688,77,1,undead,51,72,72,72,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton (Draynor Manor),,,Skeleton,[[File:Skeleton (Draynor Manor).png|180px]],3565,22,1,undead,29,15,18,17,1,1,15,14,0,0,0,0,9,11,-2,1,4
Skeleton (Melzar's Maze),1,1,Skeleton,[[File:Skeleton (Melzar's Maze).png|x300px]],3972,22,1,undead,29,15,18,17,1,1,15,14,0,0,0,0,9,11,-2,1,4
Skeleton (Melzar's Maze),2,2,Skeleton,"[[File:Skeleton (Melzar's Maze, 2).png|x300px]]",3973,22,1,undead,29,15,18,17,1,1,15,14,0,0,0,0,9,11,-2,1,4
Skeleton (Melzar's Maze),3,3,Skeleton,"[[File:Skeleton (Melzar's Maze, 3).png|x300px]]",3974,22,1,undead,29,15,18,17,1,1,15,14,0,0,0,0,9,11,-2,1,4
Skeleton (Shayzien Crypts),1,Melee,Skeleton,[[File:Skeleton (9).png|200px]],8070,132,1,undead,54,160,180,62,1,1,30,0,0,0,0,0,25,20,25,10,30
Skeleton (Shayzien Crypts),2,Range,Skeleton,[[File:Skeleton (3).png|180px]],8071,132,1,undead,54,160,1,62,1,180,0,0,0,0,20,0,15,10,15,30,20
Skeleton (Shayzien Crypts),3,Magic,Skeleton,[[File:Skeleton Mage (lv 16).png|180px]],8072,132,1,undead,54,160,1,62,180,1,0,0,20,0,0,0,35,30,35,20,10
Spider (Ape Atoll),,,Spider,[[File:Spider (Ape Atoll).png|250px]],"5238,5239",1,1,,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
Jungle spider (Ape Atoll),,,Jungle spider,[[File:Jungle spider (Ape Atoll).png|150px]],5243,37,1,,35,50,30,10,10,1,100,100,0,0,0,0,0,0,0,0,0
Dagannoth (Horror from the Deep),,,Dagannoth,[[File:Dagannoth.png]],"976,977,978,979",100,2,,120,78,78,81,1,50,0,0,0,0,0,,0,0,0,0,0
Zombie (Temple Trekking),,,Zombie,[[File:Zombie (Temple Trekking).png|150px]],5647,23,1,undead,20,20,20,20,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie (Melzar's Maze),,,Zombie,"[[File:Zombie (Level 24, 6).png|x300px]]","3980,3981",24,1,undead,30,19,21,16,1,1,5,7,0,0,0,0,9,8,12,10,11
Zombie (Shayzien Crypts),1,Melee,Zombie,"[[File:Zombie (Shayzien Crypts, Melee).png|150px]]",8067,132,1,undead,54,160,180,62,1,1,30,0,0,0,0,0,25,20,25,10,30
Zombie (Shayzien Crypts),2,Range,Zombie,"[[File:Zombie (Shayzien Crypts, Range).png|150px]]",8068,132,1,undead,54,160,1,62,1,180,0,0,0,0,20,0,15,10,15,30,20
Zombie (Shayzien Crypts),3,Magic,Zombie,"[[File:Zombie (Shayzien Crypts, Magic).png|150px]]",8069,132,1,undead,54,160,1,62,180,1,0,0,20,0,0,0,35,30,35,20,10
Woman (West Ardougne),1,Level 3 (1),Woman,"[[File:Woman (West Ardougne, level 3, 1).png|130px]]",1119,3,1,,10,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Woman (West Ardougne),2,Level 3 (2),Woman,"[[File:Woman (West Ardougne, level 3, 2).png|130px]]",1131,3,1,,10,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Woman (West Ardougne),3,Level 3 (3),Woman,"[[File:Woman (West Ardougne, level 3, 3).png|130px]]",1141,3,1,,10,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Woman (West Ardougne),4,Level 4 (1),Woman,"[[File:Woman (West Ardougne, level 4, 1).png|130px]]",1130,4,1,,13,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Woman (West Ardougne),5,Level 4 (2),Woman,"[[File:Woman (West Ardougne, level 4, 2).png|130px]]",1139,4,1,,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Woman (West Ardougne),6,Level 12,Woman,"[[File:Woman (West Ardougne, level 12).png|130px]]",1140,12,1,,13,10,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0
Woman (West Ardougne),7,Level 14,Woman,"[[File:Woman (West Ardougne, level 14).png|130px]]",1142,14,1,,23,10,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0
Glowing crystal,,,Glowing crystal,[[File:Glowing crystal.png|225px]],7568,N/A<ref>DISCLAIMER: The stats displayed on this page can vary based on the player with the highest combat level. The stats shown are scaled for a player with maxed combat stats.</ref>,4,xerician,120,1,1,100,,1,0,0,0,0,0,0,-5,180,180,0,0
Goblin raider,,,Goblin raider,,Removed,,,,,,,,,,,,,,,,,,,,
The Mimic,,,The Mimic,[[File:The Mimic.png|250px]],8633,186,5,,230,185,120,120,60,1,135,48,180,0,0,0,160,165,150,30,145
Third Age Warrior,,,Third Age Warrior,[[File:Third Age Warrior.png|180px]],8635,83,1,,40,90,75,80,1,1,105,75,0,0,0,0,96,108,113,-4,97
Third Age Mage,,,Third Age Mage,[[File:Third Age Mage.png|150px]],8637,83,1,,40,1,1,80,110,1,0,0,145,24,0,0,5,6,5,65,-5
Third Age Ranger,,,Third Age Ranger,[[File:Third Age Ranger.png|150px]],8636,76,1,,40,1,1,80,1,95,0,0,0,0,140,7,55,47,60,60,55
Guard (Hosidius),1,Bow,Guard,"[[File:Guard (Hosidius, bow).png|120px]] [[File:Guard (Hosidius, bow 2).png|120px]]","397,398",22,1,,22,15,15,16,1,26,6,10,0,0,0,0,5,5,5,-4,5
Guard (Hosidius),2,Staff,Guard,"[[File:Guard (Hosidius, staff).png|120px]] [[File:Guard (Hosidius, staff 2).png|120px]]","399,400",19,1,,22,15,15,16,1,1,6,10,0,0,0,0,5,5,5,-4,5
Awakened Altar,,,Awakened Altar,[[File:Awakened Altar.png|100px]],"7288, 7290, 7292, 7294",N/A,1,,100,,,,,,,,,,,,,,,,
Barbarian (historical),,,Barbarian,[[File:Barbarian (historical).png|150px]],3256,7,1,,,,,,,,,,,,,,,,,,
Zalcano,1,Shielded,Zalcano,[[File:Zalcano.png|200px]],9049,336,5,,300,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Zalcano,2,Weakened,Zalcano,[[File:Zalcano.png|200px]],9050,336,5,,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Black knight (Port Sarim Jail),,,Black knight,[[File:Black knight (Port Sarim Jail).png|150px]],1545,33,1,,42,25,25,25,1,1,18,16,0,0,0,0,73,76,70,-11,72
Black Knight (Wanted!),,,Black Knight,[[File:Black Knight (Wanted!).png|150px]],"4934,4959,4960",32,1,,42,,,,,,,,,,,,,,,,
Sarachnis,,,Sarachnis,[[File:Sarachnis.png|280px]],8713,318,5,,400,200,240,150,150,300,30,0,0,0,15,15,60,40,10,150,300
Temple Spider,,,Temple Spider,[[File:Temple Spider.png|280px]],8703,75,1,,70,120,50,10,1,1,0,0,0,0,0,0,20,30,10,25,20
Undead Druid,,,Undead Druid,[[File:Undead Druid.png|230px]],2145,105,1,undead,140,60,50,60,115,0,50,50,100,50,0,0,40,30,80,140,40
Spawn of Sarachnis,1,Level 68,Spawn of Sarachnis,[[File:Spawn of Sarachnis (magic).png|280px]],8715,68,2,,30,10,10,50,100,1,0,0,0,0,0,0,50,50,50,150,0
Spawn of Sarachnis,2,Level 107,Spawn of Sarachnis,[[File:Spawn of Sarachnis (melee).png|280px]],8714,107,2,,30,150,120,50,1,1,50,0,0,0,0,0,50,50,20,-10,150
Shaeded Beast,,,Shaeded Beast,[[File:Shaeded Beast.png|270px]],8709,186,3,,210,50,80,50,250,1,0,0,0,10,0,0,50,30,100,150,50
Fragment of Seren,,,Fragment of Seren,[[File:Fragment of Seren.png|200px]],"8917,8918,8919,8920",494,3,,1000,242,288,102,102,235,236,44,0,0,224,0,320,220,320,10,480
Crystalline Hunllef,,,Crystalline Hunllef,[[File:Crystalline Hunllef.png|280px]],"9021,9022,9023,9024",674,5,,600,240,240,240,240,240,76,64,76,64,76,64,20,20,20,20,20
Guard (Prifddinas),1,1,Guard,"[[File:Guard (Prifddinas, 1).png|180px]]",9182,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),2,2,Guard,"[[File:Guard (Prifddinas, 2).png|180px]]",9183,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),3,3,Guard,"[[File:Guard (Prifddinas, 3).png|180px]]",9184,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),4,4,Guard,"[[File:Guard (Prifddinas, 4).png|180px]]",9185,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),5,5,Guard,"[[File:Guard (Prifddinas, 5).png|180px]]","9186, 9189, 9190",108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),6,6,Guard,"[[File:Guard (Prifddinas, 6).png|180px]]",9187,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),7,7,Guard,"[[File:Guard (Prifddinas, 7).png|180px]]",9188,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Guard (Prifddinas),8,8,Guard,"[[File:Guard (Prifddinas, 8).png|180px]]",9191,108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Iorwerth Warrior,1,Iorwerth Camp,Iorwerth Warrior,[[File:Iorwerth Warrior (2).png|70px]][[File:Iorwerth Warrior (1).png|70px]],"3429,8759",108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Iorwerth Warrior,2,Iorwerth Dungeon,Iorwerth Warrior,[[File:Iorwerth Warrior (2).png|70px]][[File:Iorwerth Warrior (1).png|70px]],"9502,9503",108,1,,105,95,95,80,1,0,0,0,0,0,0,0,50,70,70,60,50
Iorwerth Archer,1,Female,Iorwerth Archer,[[File:Iorwerth Archer (2).png|130px]],8760,90,1,,105,10,10,80,1,90,0,0,0,0,0,8,50,50,50,60,70
Iorwerth Archer,2,Male,Iorwerth Archer,[[File:Iorwerth Archer (1).png|130px]],3428,90,1,,105,10,10,80,1,90,0,0,0,0,0,8,50,50,50,60,70
Elf Archer,1,1,Elf Archer,[[File:Elf Archer (1).png|130px]],5295,90,1,,105,10,10,80,1,90,0,0,0,0,0,8,50,50,50,60,70
Elf Archer,2,2,Elf Archer,[[File:Elf Archer (2).png|130px]],5296,90,1,,105,10,10,80,1,90,0,0,0,0,0,8,50,50,50,60,70
Rabbit (Prifddinas),,,Rabbit,[[File:Rabbit (Prifddinas).png|200px]],9118,2,1,,2000,600,200,450,300,1,80,60,0,0,0,0,150,150,150,150,200
Crystalline Bat,,,Crystalline Bat,[[File:Crystalline Bat.png|280px]],9028,33,2,,14,24,68,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Crystalline Rat,,,Crystalline Rat,[[File:Crystalline Rat.png|280px]],9026,24,2,,14,28,32,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Crystalline Spider,,,Crystalline Spider,[[File:Crystalline Spider.png|280px]],9027,22,2,,12,32,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Crystalline Unicorn,,,Crystalline Unicorn,[[File:Crystalline Unicorn.png|280px]],9029,48,2,,44,50,48,24,24,0,0,0,0,0,0,0,0,0,0,0,0
Crystalline Scorpion,,,Crystalline Scorpion,[[File:Crystalline Scorpion.png|280px]],9030,64,2,,38,48,106,18,18,0,0,0,0,0,0,0,0,0,0,0,0
Crystalline Wolf,,,Crystalline Wolf,[[File:Crystalline Wolf.png|280px]],9031,74,2,,52,106,66,22,22,0,0,0,0,0,0,0,0,0,0,0,0
Crystalline Bear,,,Crystalline Bear,[[File:Crystalline Bear.png|280px]],9032,172,3,,100,98,98,98,98,98,54,106,0,0,0,0,0,0,0,0,0
Crystalline Dragon,,,Crystalline Dragon,[[File:Crystalline Dragon.png|280px]],9033,172,4,,100,98,98,98,98,98,0,0,54,106,0,0,0,0,0,0,0
Crystalline Dark Beast,,,Crystalline Dark Beast,[[File:Crystalline Dark Beast.png|280px]],9034,172,3,,100,98,98,98,98,98,0,0,0,0,54,106,0,0,0,0,0
Corrupted Bat,,,Corrupted Bat,[[File:Corrupted Bat.png|280px]],9042,48,2,,14,36,102,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Corrupted Spider,,,Corrupted Spider,[[File:Corrupted Spider.png|280px]],9041,32,1,,12,48,39,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Corrupted Rat,,,Corrupted Rat,[[File:Corrupted Rat.png|280px]],9040,34,2,,14,42,48,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Corrupted Unicorn,,,Corrupted Unicorn,[[File:Corrupted Unicorn.png|280px]],9043,64,2,,44,75,72,24,24,0,0,0,0,0,0,0,0,0,0,0,0
Corrupted Scorpion,,,Corrupted Scorpion,[[File:Corrupted Scorpion.png|280px]],9044,89,2,,38,72,159,18,18,0,0,0,0,0,0,0,0,0,0,0,0
Corrupted Wolf,,,Corrupted Wolf,[[File:Corrupted Wolf.png|280px]],9045,102,2,,52,159,99,22,22,0,0,0,0,0,0,0,0,0,0,0,0
Corrupted Bear,,,Corrupted Bear,[[File:Corrupted Bear.png|280px]],9046,258,3,,100,147,147,98,98,147,81,132,0,0,0,0,0,0,0,0,0
Corrupted Dragon,,,Corrupted Dragon,[[File:Corrupted Dragon.png|280px]],9047,258,4,,100,147,147,98,98,147,0,0,146,226,0,0,0,0,0,0,0
